geoid,FIPS,geoid20,year,total_pop,snap_accepting_count,snap_rate
1400000U,06037603600,603600,2021,4509,3,6.6533599
1400000U,06037603702,603702,2021,4903,3,6.1187029
1400000U,06037603703,603703,2021,2459,4,16.266775
1400000U,06037603705,603705,2021,2925,1,3.4188035
1400000U,06037603706,603706,2021,3181,2,6.2873311
1400000U,06037603801,603801,2021,4890,5,10.224949
1400000U,06037603802,603802,2021,4139,2,4.8320851
1400000U,06037603901,603901,2021,3962,1,2.5239778
1400000U,06037603902,603902,2021,3268,5,15.299877
1400000U,06037604001,604001,2021,5119,3,5.8605194
1400000U,06037604002,604002,2021,3956,2,5.0556116
1400000U,06037604101,604101,2021,4086,2,4.8947625
1400000U,06037604102,604102,2021,2615,4,15.296367
1400000U,06037604200,604200,2021,5762,8,13.884068
1400000U,06037609900,609900,2021,1964,1,5.0916495
1400000U,06037620001,620001,2021,4491,2,4.453351
1400000U,06037620002,620002,2021,3686,2,5.4259357
1400000U,06037620101,620101,2021,5441,1,1.8378974
1400000U,06037620102,620102,2021,3625,2,5.5172415
1400000U,06037620301,620301,2021,4355,1,2.2962112
1400000U,06037620305,620305,2021,6315,1,1.5835313
1400000U,06037620400,620400,2021,5086,11,21.627998
1400000U,06037620501,620501,2021,6035,5,8.2850046
1400000U,06037620521,620521,2021,4587,3,6.5402222
1400000U,06037620522,620522,2021,4970,2,4.0241446
1400000U,06037620601,620601,2021,5641,5,8.863677
1400000U,06037620602,620602,2021,5512,2,3.6284471
1400000U,06037620701,620701,2021,7616,4,5.2521009
1400000U,06037620802,620802,2021,3330,1,3.0030031
1400000U,06037620901,620901,2021,2836,1,3.526093
1400000U,06037620904,620904,2021,2832,1,3.5310733
1400000U,06037621001,621001,2021,4637,2,4.3131337
1400000U,06037621102,621102,2021,3370,2,5.9347181
1400000U,06037621104,621104,2021,7204,2,2.7762353
1400000U,06037621201,621201,2021,7612,2,2.6274304
1400000U,06037621204,621204,2021,2742,3,10.940919
1400000U,06037621301,621301,2021,6934,1,1.4421691
1400000U,06037621324,621324,2021,3959,2,5.0517807
1400000U,06037621326,621326,2021,3200,2,6.25
1400000U,06037621400,621400,2021,4642,2,4.3084879
1400000U,06037650001,650001,2021,5585,1,1.7905103
1400000U,06037650003,650003,2021,3141,1,3.1836994
1400000U,06037650004,650004,2021,4302,3,6.9735007
1400000U,06037650101,650101,2021,5912,5,8.4573746
1400000U,06037650200,650200,2021,6100,1,1.6393442
1400000U,06037650300,650300,2021,7011,1,1.4263301
1400000U,06037650401,650401,2021,4413,4,9.0641289
1400000U,06037650501,650501,2021,2935,2,6.8143101
1400000U,06037650502,650502,2021,4276,3,7.0159025
1400000U,06037650604,650604,2021,5921,4,6.7556157
1400000U,06037650606,650606,2021,4341,3,6.91085
1400000U,06037650607,650607,2021,2623,1,3.8124285
1400000U,06037650701,650701,2021,2675,3,11.214953
1400000U,06037650702,650702,2021,4782,1,2.0911753
1400000U,06037650901,650901,2021,5028,4,7.9554496
1400000U,06037650903,650903,2021,5366,1,1.8635856
1400000U,06037650904,650904,2021,2540,3,11.811024
1400000U,06037651001,651001,2021,5421,1,1.844678
1400000U,06037651002,651002,2021,4798,1,2.0842018
1400000U,06037651101,651101,2021,4935,9,18.237082
1400000U,06037651102,651102,2021,3626,4,11.03144
1400000U,06037651201,651201,2021,5187,1,1.9278966
1400000U,06037651221,651221,2021,3896,4,10.26694
1400000U,06037651222,651222,2021,6514,5,7.6757751
1400000U,06037651302,651302,2021,5978,1,1.6728003
1400000U,06037651304,651304,2021,5025,1,1.9900497
1400000U,06037651401,651401,2021,2589,1,3.8624952
1400000U,06037651402,651402,2021,6179,2,3.2367697
1400000U,06037670001,670001,2021,3631,2,5.5081244
1400000U,06037670002,670002,2021,3724,3,8.0558538
1400000U,06037670003,670003,2021,5824,3,5.1510987
1400000U,06037670101,670101,2021,3495,1,2.8612304
1400000U,06037670102,670102,2021,4210,4,9.5011873
1400000U,06037670416,670416,2021,4334,1,2.3073373
1400000U,06037670417,670417,2021,2782,6,21.567219
1400000U,06037670418,670418,2021,4485,1,2.2296543
1400000U,06037670604,670604,2021,5124,2,3.9032006
1400000U,06037670701,670701,2021,6939,2,2.8822596
1400000U,06037700101,700101,2021,5392,8,14.836795
1400000U,06037700102,700102,2021,4448,11,24.730215
1400000U,06037700200,700200,2021,7186,1,1.3915948
1400000U,06037700300,700300,2021,5656,2,3.536068
1400000U,06037700400,700400,2021,4775,3,6.2827225
1400000U,06037700501,700501,2021,4125,1,2.4242425
1400000U,06037700502,700502,2021,4096,2,4.8828125
1400000U,06037700801,700801,2021,3687,4,10.848928
1400000U,06037700802,700802,2021,4338,1,2.3052099
1400000U,06037701000,701000,2021,5033,1,1.9868865
1400000U,06037701201,701201,2021,4008,1,2.4950099
1400000U,06037701302,701302,2021,4873,1,2.052124
1400000U,06037701501,701501,2021,5243,3,5.7219148
1400000U,06037701502,701502,2021,3558,3,8.4317036
1400000U,06037701601,701601,2021,4194,2,4.7687173
1400000U,06037701602,701602,2021,4188,3,7.1633239
1400000U,06037701702,701702,2021,3190,3,9.4043884
1400000U,06037701801,701801,2021,6944,4,5.7603688
1400000U,06037701802,701802,2021,4904,3,6.117455
1400000U,06037701902,701902,2021,5022,8,15.929909
1400000U,06037702002,702002,2021,6249,2,3.2005122
1400000U,06037702102,702102,2021,5914,1,1.6909029
1400000U,06037702201,702201,2021,4150,1,2.4096386
1400000U,06037702202,702202,2021,4032,2,4.9603176
1400000U,06037702300,702300,2021,6653,2,3.0061626
1400000U,06037702400,702400,2021,4462,5,11.205737
1400000U,06037702501,702501,2021,5135,1,1.9474196
1400000U,06037702600,702600,2021,6979,7,10.03009
1400000U,06037702700,702700,2021,3505,2,5.7061343
1400000U,06037702801,702801,2021,4632,5,10.794474
1400000U,06037702802,702802,2021,2299,2,8.6994343
1400000U,06037702803,702803,2021,3025,5,16.528925
1400000U,06037702900,702900,2021,9355,4,4.2757883
1400000U,06037703002,703002,2021,6813,1,1.4677821
1400000U,06037703003,703003,2021,6217,5,8.0424643
1400000U,06037703100,703100,2021,6286,3,4.7725105
1400000U,06037703200,703200,2021,5027,4,7.9570322
1400000U,06037800101,800101,2021,5744,1,1.7409471
1400000U,06037800204,800204,2021,4284,4,9.3370686
1400000U,06037800206,800206,2021,3629,1,2.7555799
1400000U,06037800324,800324,2021,6846,3,4.3821211
1400000U,06037800333,800333,2021,2080,1,4.8076925
1400000U,06037800336,800336,2021,4037,2,4.954174
1400000U,06037800337,800337,2021,3824,4,10.460251
1400000U,06037800338,800338,2021,6429,2,3.1109037
1400000U,06037800412,800412,2021,3693,1,2.7078257
1400000U,06037800504,800504,2021,2192,4,18.248175
1400000U,06037800506,800506,2021,3246,1,3.0807147
1400000U,06037900103,900103,2021,6417,1,1.5583606
1400000U,06037900104,900104,2021,6099,8,13.116904
1400000U,06037900501,900501,2021,7845,7,8.9228811
1400000U,06037900504,900504,2021,6856,5,7.292882
1400000U,06037900505,900505,2021,4310,1,2.3201857
1400000U,06037900506,900506,2021,4802,1,2.0824656
1400000U,06037900509,900509,2021,4240,1,2.3584905
1400000U,06037900602,900602,2021,5447,3,5.5076189
1400000U,06037900606,900606,2021,4724,2,4.2337003
1400000U,06037900607,900607,2021,4249,3,7.0604849
1400000U,06037900608,900608,2021,4084,5,12.242899
1400000U,06037900609,900609,2021,4802,1,2.0824656
1400000U,06037900610,900610,2021,2999,1,3.3344448
1400000U,06037900701,900701,2021,4481,7,15.621513
1400000U,06037900703,900703,2021,5481,7,12.771392
1400000U,06037900704,900704,2021,3356,6,17.878428
1400000U,06037900705,900705,2021,4304,8,18.58736
1400000U,06037900804,900804,2021,3979,4,10.052777
1400000U,06037900805,900805,2021,5592,7,12.517882
1400000U,06037900806,900806,2021,4484,10,22.301516
1400000U,06037900807,900807,2021,4011,1,2.4931438
1400000U,06037900808,900808,2021,5302,4,7.544323
1400000U,06037900901,900901,2021,3086,1,3.2404406
1400000U,06037900902,900902,2021,1455,1,6.8728523
1400000U,06037901008,901008,2021,3307,6,18.143332
1400000U,06037901009,901009,2021,5359,3,5.5980592
1400000U,06037901010,901010,2021,5822,2,3.4352455
1400000U,06037901011,901011,2021,5377,4,7.4390926
1400000U,06037901101,901101,2021,5695,3,5.2677789
1400000U,06037901102,901102,2021,5198,4,7.6952672
1400000U,06037901209,901209,2021,1219,1,8.2034454
1400000U,06037901217,901217,2021,1458,1,6.8587108
1400000U,06037910002,910002,2021,7639,3,3.9272156
1400000U,06037910210,910210,2021,7999,1,1.2501563
1400000U,06037910213,910213,2021,1551,1,6.447453
1400000U,06037910215,910215,2021,6915,3,4.3383946
1400000U,06037910216,910216,2021,5740,2,3.4843206
1400000U,06037910218,910218,2021,4723,11,23.290281
1400000U,06037910302,910302,2021,5697,2,3.5106196
1400000U,06037910401,910401,2021,5931,5,8.4302816
1400000U,06037910405,910405,2021,6169,8,12.968066
1400000U,06037910501,910501,2021,5448,3,5.506608
1400000U,06037910502,910502,2021,4822,6,12.442969
1400000U,06037910504,910504,2021,4431,1,2.2568269
1400000U,06037910601,910601,2021,6806,8,11.754334
1400000U,06037910602,910602,2021,4868,4,8.2169266
1400000U,06037910606,910606,2021,3281,1,3.0478513
1400000U,06037910608,910608,2021,3409,5,14.667058
1400000U,06037910706,910706,2021,6873,2,2.9099374
1400000U,06037910707,910707,2021,5157,1,1.9391118
1400000U,06037910712,910712,2021,3307,1,3.0238888
1400000U,06037910713,910713,2021,6916,4,5.78369
1400000U,06037910714,910714,2021,3988,1,2.5075226
1400000U,06037910715,910715,2021,6502,2,3.0759766
1400000U,06037910720,910720,2021,5631,2,3.5517671
1400000U,06037910721,910721,2021,3703,2,5.4010262
1400000U,06037910804,910804,2021,2878,2,6.9492702
1400000U,06037910807,910807,2021,6132,1,1.6307893
1400000U,06037910809,910809,2021,2275,2,8.7912092
1400000U,06037910814,910814,2021,3706,1,2.6983271
1400000U,06037910815,910815,2021,4982,4,8.028904
1400000U,06037911001,911001,2021,3694,6,16.242556
1400000U,06037911100,911100,2021,7886,4,5.0722799
1400000U,06037920013,920013,2021,7661,2,2.6106253
1400000U,06037920015,920015,2021,7284,1,1.372872
1400000U,06037920016,920016,2021,4229,1,2.3646252
1400000U,06037920017,920017,2021,4295,1,2.3282888
1400000U,06037920020,920020,2021,5983,2,3.3428047
1400000U,06037920030,920030,2021,4954,1,2.0185709
1400000U,06037920031,920031,2021,5045,4,7.9286423
1400000U,06037920034,920034,2021,3667,1,2.7270248
1400000U,06037920035,920035,2021,8186,7,8.5511847
1400000U,06037920038,920038,2021,1785,3,16.806723
1400000U,06037920040,920040,2021,3288,1,3.0413625
1400000U,06037920041,920041,2021,2626,3,11.424219
1400000U,06037920042,920042,2021,6915,4,5.7845263
1400000U,06037920043,920043,2021,8468,2,2.3618329
1400000U,06037920044,920044,2021,2580,1,3.8759689
1400000U,06037920045,920045,2021,4514,1,2.2153301
1400000U,06037920046,920046,2021,4033,2,4.9590874
1400000U,06037920048,920048,2021,5745,7,12.184508
1400000U,06037920049,920049,2021,5759,2,3.4728251
1400000U,06037920050,920050,2021,1201,2,16.65279
1400000U,06037920102,920102,2021,4614,6,13.003901
1400000U,06037920104,920104,2021,2886,1,3.4650035
1400000U,06037920106,920106,2021,3763,2,5.3149085
1400000U,06037920109,920109,2021,4828,1,2.0712512
1400000U,06037920110,920110,2021,3227,2,6.1977067
1400000U,06037920111,920111,2021,3187,1,3.137747
1400000U,06037920112,920112,2021,4268,2,4.6860356
1400000U,06037920115,920115,2021,4532,5,11.032657
1400000U,06037920118,920118,2021,5889,1,1.6980811
1400000U,06037920121,920121,2021,10391,6,5.7742276
1400000U,06037920312,920312,2021,6561,3,4.5724735
1400000U,06037920313,920313,2021,5298,4,7.5500188
1400000U,06037920314,920314,2021,3448,4,11.600928
1400000U,06037920322,920322,2021,2883,4,13.874436
1400000U,06037920326,920326,2021,6315,3,4.7505937
1400000U,06037920329,920329,2021,6653,3,4.509244
1400000U,06037920330,920330,2021,3573,1,2.7987685
1400000U,06037920332,920332,2021,2426,1,4.1220117
1400000U,06037920339,920339,2021,8158,3,3.677372
1400000U,06037920340,920340,2021,3255,2,6.1443934
1400000U,06037920341,920341,2021,3384,6,17.730497
1400000U,06037920342,920342,2021,3156,1,3.1685679
1400000U,06037920343,920343,2021,4062,2,4.9236827
1400000U,06037980001,980001,2021,0,1,
1400000U,06037980002,980002,2021,0,2,
1400000U,06037980005,980005,2021,0,1,
1400000U,06037980006,980006,2021,0,2,
1400000U,06037980007,980007,2021,0,1,
1400000U,06037980008,980008,2021,150,3,200
1400000U,06037980011,980011,2021,65,3,461.53845
1400000U,06037980013,980013,2021,0,4,
1400000U,06037980016,980016,2021,328,4,121.95122
1400000U,06037980024,980024,2021,200,1,50
1400000U,06037980025,980025,2021,444,1,22.522522
1400000U,06037980028,980028,2021,0,3,
1400000U,06037980030,980030,2021,0,1,
1400000U,06037980034,980034,2021,9,1,1111.1111
1400000U,06037980035,980035,2021,629,16,254.37202
1400000U,06037101110,101110,2021,3879,0,0
1400000U,06037101122,101122,2021,4247,0,0
1400000U,06037102103,102103,2021,1767,0,0
1400000U,06037102104,102104,2021,4003,0,0
1400000U,06037102105,102105,2021,1674,0,0
1400000U,06037103101,103101,2021,2481,0,0
1400000U,06037103401,103401,2021,2643,0,0
1400000U,06037104103,104103,2021,4204,0,0
1400000U,06037104105,104105,2021,5789,0,0
1400000U,06037104403,104403,2021,2724,0,0
1400000U,06037104703,104703,2021,2367,0,0
1400000U,06037104821,104821,2021,3514,0,0
1400000U,06037104823,104823,2021,3346,0,0
1400000U,06037106010,106010,2021,3494,0,0
1400000U,06037106020,106020,2021,4790,0,0
1400000U,06037106111,106111,2021,4694,0,0
1400000U,06037106520,106520,2021,5861,0,0
1400000U,06037106603,106603,2021,3646,0,0
1400000U,06037106641,106641,2021,2200,0,0
1400000U,06037106642,106642,2021,3421,0,0
1400000U,06037106643,106643,2021,4432,0,0
1400000U,06037106645,106645,2021,3874,0,0
1400000U,06037108101,108101,2021,2324,0,0
1400000U,06037108103,108103,2021,3064,0,0
1400000U,06037108104,108104,2021,1756,0,0
1400000U,06037108202,108202,2021,8776,0,0
1400000U,06037108203,108203,2021,3301,0,0
1400000U,06037109400,109400,2021,4285,0,0
1400000U,06037111204,111204,2021,5614,0,0
1400000U,06037113211,113211,2021,4121,0,0
1400000U,06037113235,113235,2021,1680,0,0
1400000U,06037113427,113427,2021,2156,0,0
1400000U,06037115104,115104,2021,4509,0,0
1400000U,06037117301,117301,2021,3732,0,0
1400000U,06037119001,119001,2021,4417,0,0
1400000U,06037119003,119003,2021,4070,0,0
1400000U,06037119320,119320,2021,4602,0,0
1400000U,06037119340,119340,2021,4034,0,0
1400000U,06037119342,119342,2021,2902,0,0
1400000U,06037119400,119400,2021,5307,0,0
1400000U,06037119802,119802,2021,3313,0,0
1400000U,06037120010,120010,2021,2617,0,0
1400000U,06037120103,120103,2021,3057,0,0
1400000U,06037120106,120106,2021,4462,0,0
1400000U,06037120108,120108,2021,4517,0,0
1400000U,06037121221,121221,2021,2329,0,0
1400000U,06037121222,121222,2021,4808,0,0
1400000U,06037121600,121600,2021,2745,0,0
1400000U,06037121801,121801,2021,3374,0,0
1400000U,06037122121,122121,2021,2815,0,0
1400000U,06037122200,122200,2021,3662,0,0
1400000U,06037123020,123020,2021,2783,0,0
1400000U,06037123205,123205,2021,2767,0,0
1400000U,06037123601,123601,2021,4811,0,0
1400000U,06037123602,123602,2021,3412,0,0
1400000U,06037123902,123902,2021,2791,0,0
1400000U,06037125404,125404,2021,2696,0,0
1400000U,06037125600,125600,2021,2983,0,0
1400000U,06037127604,127604,2021,3288,0,0
1400000U,06037128303,128303,2021,3780,0,0
1400000U,06037128801,128801,2021,3807,0,0
1400000U,06037131022,131022,2021,2822,0,0
1400000U,06037131024,131024,2021,3905,0,0
1400000U,06037132501,132501,2021,4785,0,0
1400000U,06037133101,133101,2021,1683,0,0
1400000U,06037134101,134101,2021,5262,0,0
1400000U,06037134103,134103,2021,4495,0,0
1400000U,06037134302,134302,2021,4082,0,0
1400000U,06037134421,134421,2021,4421,0,0
1400000U,06037134422,134422,2021,4809,0,0
1400000U,06037134424,134424,2021,2857,0,0
1400000U,06037134801,134801,2021,3001,0,0
1400000U,06037134905,134905,2021,5028,0,0
1400000U,06037135205,135205,2021,2067,0,0
1400000U,06037137103,137103,2021,5389,0,0
1400000U,06037137301,137301,2021,2097,0,0
1400000U,06037137302,137302,2021,4361,0,0
1400000U,06037137504,137504,2021,2021,0,0
1400000U,06037138000,138000,2021,4839,0,0
1400000U,06037139301,139301,2021,4373,0,0
1400000U,06037139506,139506,2021,2972,0,0
1400000U,06037139703,139703,2021,2425,0,0
1400000U,06037139704,139704,2021,2765,0,0
1400000U,06037139705,139705,2021,3995,0,0
1400000U,06037139801,139801,2021,3518,0,0
1400000U,06037139802,139802,2021,3878,0,0
1400000U,06037141305,141305,2021,2625,0,0
1400000U,06037141500,141500,2021,3006,0,0
1400000U,06037141600,141600,2021,4183,0,0
1400000U,06037141700,141700,2021,3150,0,0
1400000U,06037143302,143302,2021,3267,0,0
1400000U,06037143401,143401,2021,5535,0,0
1400000U,06037143402,143402,2021,1859,0,0
1400000U,06037143500,143500,2021,5635,0,0
1400000U,06037143603,143603,2021,2443,0,0
1400000U,06037143605,143605,2021,1724,0,0
1400000U,06037143700,143700,2021,3485,0,0
1400000U,06037143902,143902,2021,2892,0,0
1400000U,06037181600,181600,2021,4655,0,0
1400000U,06037183103,183103,2021,4797,0,0
1400000U,06037183104,183104,2021,1899,0,0
1400000U,06037183222,183222,2021,3599,0,0
1400000U,06037183510,183510,2021,2535,0,0
1400000U,06037183820,183820,2021,3331,0,0
1400000U,06037185102,185102,2021,3352,0,0
1400000U,06037185202,185202,2021,4084,0,0
1400000U,06037185203,185203,2021,2728,0,0
1400000U,06037185204,185204,2021,1884,0,0
1400000U,06037186203,186203,2021,3104,0,0
1400000U,06037186301,186301,2021,2713,0,0
1400000U,06037186403,186403,2021,2692,0,0
1400000U,06037187200,187200,2021,2809,0,0
1400000U,06037188202,188202,2021,2832,0,0
1400000U,06037189202,189202,2021,2829,0,0
1400000U,06037189300,189300,2021,2805,0,0
1400000U,06037189400,189400,2021,3135,0,0
1400000U,06037189600,189600,2021,3752,0,0
1400000U,06037189703,189703,2021,1824,0,0
1400000U,06037189704,189704,2021,1257,0,0
1400000U,06037189903,189903,2021,2209,0,0
1400000U,06037189905,189905,2021,2508,0,0
1400000U,06037190401,190401,2021,2905,0,0
1400000U,06037192001,192001,2021,2118,0,0
1400000U,06037192300,192300,2021,2503,0,0
1400000U,06037192410,192410,2021,3815,0,0
1400000U,06037194101,194101,2021,3258,0,0
1400000U,06037194102,194102,2021,2791,0,0
1400000U,06037194300,194300,2021,2806,0,0
1400000U,06037194500,194500,2021,1977,0,0
1400000U,06037195202,195202,2021,3231,0,0
1400000U,06037195300,195300,2021,2776,0,0
1400000U,06037195901,195901,2021,2450,0,0
1400000U,06037195902,195902,2021,1872,0,0
1400000U,06037195903,195903,2021,1876,0,0
1400000U,06037197200,197200,2021,3564,0,0
1400000U,06037197700,197700,2021,5078,0,0
1400000U,06037199110,199110,2021,2776,0,0
1400000U,06037201120,201120,2021,4085,0,0
1400000U,06037201302,201302,2021,3882,0,0
1400000U,06037206054,206054,2021,2397,0,0
1400000U,06037207901,207901,2021,2991,0,0
1400000U,06037208001,208001,2021,2248,0,0
1400000U,06037208301,208301,2021,2068,0,0
1400000U,06037209104,209104,2021,2489,0,0
1400000U,06037209810,209810,2021,2646,0,0
1400000U,06037211500,211500,2021,4069,0,0
1400000U,06037211701,211701,2021,2563,0,0
1400000U,06037212410,212410,2021,4134,0,0
1400000U,06037212620,212620,2021,3994,0,0
1400000U,06037212701,212701,2021,2203,0,0
1400000U,06037214503,214503,2021,3273,0,0
1400000U,06037214504,214504,2021,3647,0,0
1400000U,06037214505,214505,2021,1258,0,0
1400000U,06037214903,214903,2021,1522,0,0
1400000U,06037214904,214904,2021,1340,0,0
1400000U,06037216100,216100,2021,2003,0,0
1400000U,06037216202,216202,2021,2564,0,0
1400000U,06037216301,216301,2021,1519,0,0
1400000U,06037216302,216302,2021,3009,0,0
1400000U,06037216402,216402,2021,2621,0,0
1400000U,06037216902,216902,2021,2145,0,0
1400000U,06037218900,218900,2021,5683,0,0
1400000U,06037221304,221304,2021,3849,0,0
1400000U,06037221402,221402,2021,2941,0,0
1400000U,06037221820,221820,2021,2298,0,0
1400000U,06037224701,224701,2021,2778,0,0
1400000U,06037231602,231602,2021,2029,0,0
1400000U,06037234001,234001,2021,2342,0,0
1400000U,06037236204,236204,2021,3095,0,0
1400000U,06037236205,236205,2021,2846,0,0
1400000U,06037236400,236400,2021,4346,0,0
1400000U,06037237720,237720,2021,3779,0,0
1400000U,06037241300,241300,2021,2539,0,0
1400000U,06037241400,241400,2021,4082,0,0
1400000U,06037242100,242100,2021,2648,0,0
1400000U,06037242202,242202,2021,2947,0,0
1400000U,06037261102,261102,2021,3490,0,0
1400000U,06037261103,261103,2021,1859,0,0
1400000U,06037261104,261104,2021,1560,0,0
1400000U,06037261200,261200,2021,4040,0,0
1400000U,06037262100,262100,2021,2314,0,0
1400000U,06037262200,262200,2021,4227,0,0
1400000U,06037262301,262301,2021,2602,0,0
1400000U,06037262302,262302,2021,2824,0,0
1400000U,06037262303,262303,2021,2817,0,0
1400000U,06037262400,262400,2021,3097,0,0
1400000U,06037262601,262601,2021,3544,0,0
1400000U,06037262604,262604,2021,5564,0,0
1400000U,06037262802,262802,2021,3198,0,0
1400000U,06037264102,264102,2021,2669,0,0
1400000U,06037264303,264303,2021,2581,0,0
1400000U,06037264304,264304,2021,2541,0,0
1400000U,06037265100,265100,2021,2395,0,0
1400000U,06037265201,265201,2021,2717,0,0
1400000U,06037265203,265203,2021,1866,0,0
1400000U,06037265301,265301,2021,13830,0,0
1400000U,06037265303,265303,2021,4653,0,0
1400000U,06037265304,265304,2021,2748,0,0
1400000U,06037265306,265306,2021,1785,0,0
1400000U,06037265307,265307,2021,1765,0,0
1400000U,06037265410,265410,2021,1741,0,0
1400000U,06037265420,265420,2021,1502,0,0
1400000U,06037265521,265521,2021,1505,0,0
1400000U,06037265524,265524,2021,2808,0,0
1400000U,06037265601,265601,2021,3210,0,0
1400000U,06037265602,265602,2021,2947,0,0
1400000U,06037265701,265701,2021,1463,0,0
1400000U,06037265702,265702,2021,2827,0,0
1400000U,06037267101,267101,2021,2989,0,0
1400000U,06037267404,267404,2021,3288,0,0
1400000U,06037267503,267503,2021,2183,0,0
1400000U,06037267700,267700,2021,3696,0,0
1400000U,06037267902,267902,2021,3590,0,0
1400000U,06037269300,269300,2021,3791,0,0
1400000U,06037269500,269500,2021,3525,0,0
1400000U,06037269602,269602,2021,2662,0,0
1400000U,06037269903,269903,2021,3076,0,0
1400000U,06037269906,269906,2021,3100,0,0
1400000U,06037269908,269908,2021,1968,0,0
1400000U,06037271100,271100,2021,2384,0,0
1400000U,06037271400,271400,2021,3448,0,0
1400000U,06037271500,271500,2021,2927,0,0
1400000U,06037271703,271703,2021,2673,0,0
1400000U,06037271901,271901,2021,3194,0,0
1400000U,06037272201,272201,2021,2017,0,0
1400000U,06037272202,272202,2021,3117,0,0
1400000U,06037272301,272301,2021,3376,0,0
1400000U,06037273300,273300,2021,3094,0,0
1400000U,06037273600,273600,2021,2214,0,0
1400000U,06037273700,273700,2021,2934,0,0
1400000U,06037273800,273800,2021,2985,0,0
1400000U,06037273902,273902,2021,4119,0,0
1400000U,06037274202,274202,2021,4044,0,0
1400000U,06037275101,275101,2021,1009,0,0
1400000U,06037275102,275102,2021,4163,0,0
1400000U,06037275200,275200,2021,3778,0,0
1400000U,06037275311,275311,2021,5106,0,0
1400000U,06037275312,275312,2021,1907,0,0
1400000U,06037275603,275603,2021,2824,0,0
1400000U,06037276400,276400,2021,4124,0,0
1400000U,06037276605,276605,2021,2456,0,0
1400000U,06037276606,276606,2021,3010,0,0
1400000U,06037276608,276608,2021,2132,0,0
1400000U,06037277400,277400,2021,164,0,0
1400000U,06037291300,291300,2021,3143,0,0
1400000U,06037292002,292002,2021,1932,0,0
1400000U,06037293206,293206,2021,2967,0,0
1400000U,06037294110,294110,2021,3923,0,0
1400000U,06037294120,294120,2021,2780,0,0
1400000U,06037294410,294410,2021,5079,0,0
1400000U,06037296401,296401,2021,3303,0,0
1400000U,06037296402,296402,2021,3147,0,0
1400000U,06037297001,297001,2021,1527,0,0
1400000U,06037297002,297002,2021,4420,0,0
1400000U,06037297501,297501,2021,2663,0,0
1400000U,06037297502,297502,2021,2275,0,0
1400000U,06037300100,300100,2021,6662,0,0
1400000U,06037300701,300701,2021,5159,0,0
1400000U,06037300702,300702,2021,5942,0,0
1400000U,06037300901,300901,2021,5496,0,0
1400000U,06037300902,300902,2021,2148,0,0
1400000U,06037301205,301205,2021,2162,0,0
1400000U,06037301300,301300,2021,1984,0,0
1400000U,06037301400,301400,2021,3888,0,0
1400000U,06037301501,301501,2021,1867,0,0
1400000U,06037301702,301702,2021,6148,0,0
1400000U,06037301901,301901,2021,4377,0,0
1400000U,06037310100,310100,2021,5618,0,0
1400000U,06037310201,310201,2021,5613,0,0
1400000U,06037310202,310202,2021,5156,0,0
1400000U,06037310300,310300,2021,3199,0,0
1400000U,06037320101,320101,2021,3568,0,0
1400000U,06037400205,400205,2021,2523,0,0
1400000U,06037400206,400206,2021,5756,0,0
1400000U,06037400207,400207,2021,4759,0,0
1400000U,06037400208,400208,2021,1160,0,0
1400000U,06037400209,400209,2021,4302,0,0
1400000U,06037400402,400402,2021,4181,0,0
1400000U,06037400404,400404,2021,4179,0,0
1400000U,06037400501,400501,2021,2031,0,0
1400000U,06037400605,400605,2021,7777,0,0
1400000U,06037401001,401001,2021,2736,0,0
1400000U,06037401002,401002,2021,4270,0,0
1400000U,06037401705,401705,2021,2946,0,0
1400000U,06037401901,401901,2021,3752,0,0
1400000U,06037402405,402405,2021,2324,0,0
1400000U,06037402705,402705,2021,3446,0,0
1400000U,06037403305,403305,2021,2216,0,0
1400000U,06037403317,403317,2021,5228,0,0
1400000U,06037403324,403324,2021,7121,0,0
1400000U,06037403326,403326,2021,2346,0,0
1400000U,06037403404,403404,2021,2282,0,0
1400000U,06037403407,403407,2021,2205,0,0
1400000U,06037403408,403408,2021,6354,0,0
1400000U,06037403500,403500,2021,1518,0,0
1400000U,06037403703,403703,2021,4765,0,0
1400000U,06037403901,403901,2021,2955,0,0
1400000U,06037404901,404901,2021,5986,0,0
1400000U,06037404902,404902,2021,3596,0,0
1400000U,06037407001,407001,2021,5817,0,0
1400000U,06037407002,407002,2021,3446,0,0
1400000U,06037407102,407102,2021,5611,0,0
1400000U,06037407302,407302,2021,3535,0,0
1400000U,06037408005,408005,2021,5461,0,0
1400000U,06037408134,408134,2021,2833,0,0
1400000U,06037408135,408135,2021,4395,0,0
1400000U,06037408136,408136,2021,3659,0,0
1400000U,06037408139,408139,2021,4676,0,0
1400000U,06037408141,408141,2021,4685,0,0
1400000U,06037408505,408505,2021,2536,0,0
1400000U,06037408624,408624,2021,3115,0,0
1400000U,06037408627,408627,2021,2778,0,0
1400000U,06037408629,408629,2021,2892,0,0
1400000U,06037408631,408631,2021,5079,0,0
1400000U,06037408703,408703,2021,5781,0,0
1400000U,06037408725,408725,2021,6106,0,0
1400000U,06037430003,430003,2021,5244,0,0
1400000U,06037430200,430200,2021,983,0,0
1400000U,06037430301,430301,2021,4588,0,0
1400000U,06037430302,430302,2021,5276,0,0
1400000U,06037430501,430501,2021,4739,0,0
1400000U,06037430721,430721,2021,3627,0,0
1400000U,06037430723,430723,2021,4914,0,0
